Name,Location,URL,datetime,lon,lat,genre,pay,about
New Amateur Models CASH,asheville,http://asheville.craigslist.org/tlg/5824915541.html,2016-10-12T10:24:44-0400,35.539300,-82.518000,talent,CASH,First time models welcome to try photo work adventurous or shy  all may apply with photos and way to contact.    
*WORK AT HOME NOW*,asheville,http://asheville.craigslist.org/cpg/5837227597.html,2016-10-20T01:02:25-0400,35.597100,-82.556500,computer,$500 DAILY,Home Income Opportunity      Work With A Great Company..   Opportunity To Earn A Real Income.      Earn $500 daily or more.      Computer skills needed   Training provided      Reply for a qualification         
Crazy-money by legit formula online,asheville,http://asheville.craigslist.org/evg/5849666939.html,2016-10-27T20:48:20-0400,35.463700,-82.535400,event,Unknown,It's a highly paid work in your area! Just meet awesome people and get paid by doing a survey.   No need any fixed working hour or prior experience!   Earn crazy money just by doing the simple survey!      Get start at :   http://earnrewards.xyz   
Earn Some Extra Money For Handing Out Samples,asheville,http://asheville.craigslist.org/evg/5849064851.html,2016-10-27T14:12:27-0400,35.597100,-82.556500,event,$12 per hour,We are looking for people who are interested in earning $12 per hour handing out food & product samples and coupons. please just give me a call if you would be interested.    
Looking For General Contractor To Qualify Home Improvement Remodeling,asheville,http://asheville.craigslist.org/lbg/5828838146.html,2016-10-14T16:50:44-0400,35.235800,-80.896400,labor,TBD,We are Home Improvement Remodeling Company looking for a Licensed General Contractor to Qualify the company. You must be currently licensed in good standing with the State and have the State required insurance   For immediate discussion: Please provide your name and phone number    
Mcdowell Property Preservation Crews,asheville,http://asheville.craigslist.org/lbg/5849077117.html,2016-10-27T14:18:57-0400,35.616900,-82.168600,labor,$15-$500+ per completed job,We are seeking reliable crews and contractors to maintain foreclosed homes for our clients in Mcdowell county. You must have your own tools and transportation. We are looking for people who are knowledgeable about home repair and property preservation. We are entering the winterization season so having the supplies to complete such work orders would be helpful. We will train you on CPR and client expectations once you are on board. The other work you will be doing will include debris removal maid services trash outs lock changes inspections evictions and other home repair duties. We assign work orders through our system. You will take pictures before during and after as proof you completed the work. You must be efficient with a computer and have access to taking photos. All work orders have a 24-72 hour turn around. All interested must be willing to complete a background check through Aspen Grove and have a general liability policy of 1000000 or more. We will give 30 day grace period for new crews for aspen grove and general liability policy. If interested please call or text our office. You can also respond to this ad with your  name number and email address.    
up to $30k part-time - with beef jerky?,asheville,http://asheville.craigslist.org/cpg/5849026857.html,2016-10-27T13:52:47-0400,36.273100,-87.044700,computer,Unknown,If you love beef jerky and are interested in having your own business contact me immediately!   Ground floor opportunity. For details email me.    
need a construction worker,asheville,http://asheville.craigslist.org/lbg/5844029487.html,2016-10-24T13:10:06-0400,35.463700,-82.535400,labor,totally depends on experience and knowledge,More in the Arden area.  Need a carpenter.    
ATTENTION homeowners, small business,asheville,http://asheville.craigslist.org/lbg/5848876022.html,2016-10-27T12:34:35-0400,35.720455,-81.701031,labor,$15/hr negotiable,Im a semi-retired builder/contractor... that can help with most job needs.   Stop wasting time on incompetent workers!   - Framing and remodel work   - Electrical lighting    - kitchen and bathroom design/ remodel   - tile and hardwood   - drywall trim painting   - pickup of materials supplies   Charlotte resident for 20 years now in Morganton.   References upon request.   Ministry discounts for elderly handicappedhandicapped and low income homes.      Call me and see if can help!   May the Lord provide and bless abundantly!!   
Mason tenders,asheville,http://asheville.craigslist.org/lbg/5848623863.html,2016-10-27T10:15:40-0400,34.847200,-82.406000,labor,DOE,Hiring Mason tenders for long term project in Greenville SC    
Harvesting Kudzu,asheville,http://asheville.craigslist.org/lbg/5848633519.html,2016-10-27T10:21:36-0400,35.637400,-82.564600,labor,Unknown,Anyone have experience/willing to take me out and teach me??  I hear the roots are incredibly nutritional and best to harvest this time of year..    
*** I Need A Boudoir Model ***,asheville,http://asheville.craigslist.org/crg/5811822062.html,2016-10-03T21:31:42-0400,35.597100,-82.556500,creative,$50-$100,Hi - I am looking for an attractive and fit woman to do some amateur modeling for a Valentine's Day (boudoir) photo shoot. I pay cash and will also give you copies (.jpg files) of all photos for your own portfolio and for helping me out with mine. Let me know if you are interested in more details about the photo shoot and how I work. It is a provocative shoot so you must be over 18. Responses with face and full-figure photos will receive priority. Thanks!    
General Handyman Wanted,asheville,http://asheville.craigslist.org/lbg/5811557882.html,2016-10-03T18:15:57-0400,39.733100,-104.952400,labor,16/hr,General Handyman wanted. 40+ hours a week. Individuals need to be semi-skilled in their trade clean cut and be able to work in a timely efficient manor. Transportation is a plus.    
Ballet Cloggers or Contemporary Dance,asheville,http://asheville.craigslist.org/tlg/5847706185.html,2016-10-26T16:22:04-0400,35.463700,-82.535400,talent,Unknown,We are a national non profit organization looking for youth dancers to perform pro bono. Great exposure for your group.   I will share more when you drop me a line as to what type dance and organizations info..    
Helper needed for remodel,asheville,http://asheville.craigslist.org/lbg/5847600794.html,2016-10-26T15:23:59-0400,35.604048,-82.598703,labor,$12,Helper needed for various tasks on a remodeling job. Must have transportation and be reliable.  $12/hr. cash. Please respond with construction related experience and contact info. Right person can start right away.    
Seeking Loving F/T Dog Sitter for Sweet 3 yr old Female Black Lab,asheville,http://asheville.craigslist.org/crg/5847470899.html,2016-10-26T14:16:43-0400,35.623700,-82.667100,creative,$250 per month + dogfood/flea+tick prevention,Hello. I am looking for a Doglover to Dogsit my sweet Tara on a long-term full-time basis.      I just started a new job which is requiring long/odd hours for the next 6-8 months.      Tara is a very sweet and sociable female Black Lab mix. She likes walks hikes and a good run but is also a total couch potato. She has been friendly with the dogs and children she has met.      Ideally Tara would be happiest staying in a woodsy setting with other dogs and/or people to socialize with during the day and snuggle with at night.      Compensation + dogfood      Could you please send me a short note describing your experience with animal care and also what other pets you might have.      Thanks for reading my post!      Josh    
Seeking Loving F/T Dog Sitter for Sweet 3 yr old Female Black Lab,asheville,http://asheville.craigslist.org/dmg/5847458173.html,2016-10-26T14:10:25-0400,35.623700,-82.667100,domestic,$250 per month + dogfood/flea+tick prevention,Hello. I am looking for a Doglover to Dogsit my sweet Tara on a long-term full-time basis.      I just started a new job which is requiring long/odd hours for the next 6-8 months.      Tara is a very sweet and sociable female Black Lab mix. She likes walks hikes and a good run but is also a total couch potato.  She has been friendly with the dogs and children she has met.      Ideally Tara would be happiest staying in a woodsy setting with other dogs and/or people to socialize with during the day and snuggle with at night.      Compensation + dogfood       Could you please send me a short note describing your experience with animal care and also what other pets you might have.      Thanks for reading my post!      Josh    
Need house cleaner,asheville,http://asheville.craigslist.org/dmg/5812189588.html,2016-10-04T08:27:02-0400,35.520100,-83.092900,domestic,$15 an hour,Need someone to do house work 1-2 times a week.    I live in Maggie.    Would pay $15 an hour.  Thank you!    
_____ CONSTRUCTION/ LANDSCAPE _________ LABORER _____________NEEDED!!!,asheville,http://asheville.craigslist.org/lbg/5800385143.html,2016-09-26T16:08:54-0400,35.449900,-82.496600,labor,$10.00-12.00/ Hr.,I am looking for someone:      -That has some experience with a skill saw and tile saw   -Can accurately read a tape measure   -Can speak English   -Has reliable transportation (must be able to drive to Fletcher/ Arden area to be picked up)   -Be available Monday-Friday sometimes Saturdays and sometimes longer than 8 hours.   -I would be willing to train the right person.   -Someone in good physical condition Non-smoker good hygiene and a hard worker.      *Women are welcome to apply as well.      Respond through email with your qualifications and a phone number.      Thanks   Terry    
Maintain Foreclosed Homes Macon,asheville,http://asheville.craigslist.org/lbg/5847131016.html,2016-10-26T11:25:02-0400,35.181000,-83.388500,labor,$15-$500+ per completed job,We are seeking reliable crews and contractors to maintain foreclosed homes for our clients in Macon county. You must have your own tools and transportation. We are looking for people who are knowledgeable about home repair and property preservation. We are entering the winterization season so having the supplies to complete such work orders would be helpful. We will train you on CPR and client expectations once you are on board. The other work you will be doing will include debris removal maid services trash outs lock changes inspections evictions and other home repair duties. We assign work orders through our system. You will take pictures before during and after as proof you completed the work. You must be efficient with a computer and have access to taking photos. All work orders have a 24-72 hour turn around. All interested must be willing to complete a background check through Aspen Grove and have a general liability policy of 1000000 or more. We will give 30 day grace period for new crews for aspen grove and general liability policy. If interested please call or text our office. You can also respond to this ad with your name number and email address    
Cable Techs Needed,asheville,http://asheville.craigslist.org/lbg/5847100942.html,2016-10-26T11:09:29-0400,35.325000,-81.846000,labor,boe,Cable technicians needed for 8+ month long project in Forest City      This will be renovations in data centers. There is a chance that cabling will be done in new construction environments as well.      Must have experience in the following:      Terminating Cat 5 and Cat 6    Installing Ladder Racks and J-Hooks      Must have own hand tools and PPE   Must be able to pass pre-employment drug screen   Must be able to pass background check    
Janitorial Position * 3rd shift * 7 PM - 3 AM,asheville,http://asheville.craigslist.org/lbg/5815444183.html,2016-10-06T07:57:01-0400,35.501800,-82.991300,labor,$9/hour, paid weekly,Hiring now for a 3rd shift janitorial position.  This will last at least 3 weeks. The schedule is 7 PM - 3 AM Sunday - Thursday.  Base start rate is $9/hour but may increase with skill and/or experience level.      Candidates should:   Have some janitorial cleaning and preferably floor experience.   Have reliable transportation.   Be able to lift at least 40#      Background checks will be conducted.  Some minors traffic and possession charges are ok.      If you are interested please come by our office located at 1328 D Patton Ave in West Asheville.  We accept applications between 9 AM - 11 AM and 1 PM - 3 PM.  Please bring your ID and SS card when you come to apply.      We are an equal opportunity employer.    
Carpenters Helper/Handyman,asheville,http://asheville.craigslist.org/lbg/5846881346.html,2016-10-26T08:46:15-0400,35.712600,-82.549100,labor,fair living wage,Looking for an individual motivated and ready to learn to help as a carpenters apprentice general laborer handyman and helper.  Must have valid NCDL# have own transportation to Weaverville for work daily have SS# for legit taxing for a w2 position relatively clean background and can pass a 10 panel drug screen.   Please provide experience references and a phone number or email address for contacting.  Please email resumes to    show contact info   
Brand Ambassador needed in TN today!,asheville,http://asheville.craigslist.org/evg/5846817353.html,2016-10-26T07:25:18-0400,35.777999,-83.612533,event,20$ per hour,A nationwide staffing agency is currently scouting Brand Ambassadors in your area to represent a popular paint/stain brand. The events will be taking place at various hardware stores. Brand Ambassadors will be helping with setup/breakdown. During the event you will be encouraging sales collecting lead generation on a tablet and giving away premiums.      DETAILS:   Wednesday October 26 2016   SEVIERVILLE TN 37862   8am-2pm      PAY:   $20 per hour      Requirements:   -Reliable transportation   -Able to lift 65lbs   -Comfortable with heavy lifting and slightly intensive setup/breakdown   -Sales experience   -Very friendly and outgoing      DRESS ATTIRE:   -Nice denim or khaki shorts/pants   -Solid black shirt   -Tennis shoes   -No visible tattoos or piercings      INTERESTED?   If you are interested please email information below ASAP   - Phone number   - Dates you are available/interested in working   - Relevant Experience and why you think you would be an asset to the team   - 2 or more current pictures of yourself (the client would like to see what you look like "today")   - Please put "PAINT EVENT" in the subject line      Thank you!   Brion Sims   Extreme Marketing and Promotions    
Handyman Needed, Environmentally Conscious,asheville,http://asheville.craigslist.org/lbg/5846663527.html,2016-10-26T00:30:32-0400,35.780151,-82.601051,labor,Pay based on experience level. $20-$25 per hour.,Seeking an experienced environmentally conscious handyman as part of our maintenance team at event venue property. Need person for projects and maintenance support. Hours flexible. Subcontractor position must be licensed and bonded.       Needs: light plumbing electric and general handyman service work.  Occasional remodeling/ building from start to finish including installing flooring painting dry wall plumbing light electrical and plumbing etc.      Please list your credentials and a reference or two. Great opportunity and work environment. Looking to establish a long term relationship with the right person.    
Need help cleaning my place and car Thursday,asheville,http://asheville.craigslist.org/dmg/5846631673.html,2016-10-25T23:42:58-0400,35.618651,-82.556076,domestic,message me with your rate,Hello I'm looking for a professional cleaner to help me clean my bedroom bathroom and car on Thursday. I'll be home from 11.30a-4p so any time within that works. I have been struggling with depression so not looking for criticism just someone who knows how to clean well. If you have your own supplies that would be great.    
need two people to move gravel,asheville,http://asheville.craigslist.org/lbg/5846569198.html,2016-10-25T22:29:20-0400,35.449900,-82.496600,labor,$10.00/hr.,I'm prepping a slab 20'x26' and will be spreading gravel tomorrow. I'll be dumping it with a tractor and need labor to spread it around. Starts at 9:30 pays $10.00/hr. should take 3-4 hours. Texts only please.    
Make Extra Income $450 With Christmas Lights,asheville,http://asheville.craigslist.org/lbg/5846315521.html,2016-10-25T18:52:14-0400,35.597100,-82.556500,labor,$400 Weekly,Thanks for viewing this post. We are in need of more people to carry our sticker on their Car/Bike/Truck/Van/Bus advertise with Christmas Light and earn $450 weekly.   Please text the hiring manger at     show contact info   if you're interested.   Thanks.    
NOW CASTING: Builders and Artist for New Show!,asheville,http://asheville.craigslist.org/tlg/5816852639.html,2016-10-07T01:51:19-0400,35.597100,-82.556500,talent,TBD,Now Casting - Artistic Designer/Builder/Artist for new show about the dark side of the world around us      An award winning production company is now casting designers builders and artists who have a passion looking deeper into the world around us. This new series will focus on uncovering the deeper and sinister reasons behind why things are the way they are.       Some call it conspiracy some call it a cover up - but why are things the way they are?       This groundbreaking show will feature a crack team of designers builders and artistic visionaries who will put everything to the test to find out if things are more than the way the seem on the surface!       Please email with the following - Only submissions with phone numbers and pictures will be accepted!   Name   Age   Phone   email   bio   photos of you and your work    
Days work for a skilled carpenter,asheville,http://asheville.craigslist.org/lbg/5846159379.html,2016-10-25T17:10:46-0400,35.617200,-82.407000,labor,$12.50 an hour cash/A days work,Skilled carpenter/$12.50 an hour cash to remove and replace rotten and bad wood on a shed.Inside and outside wood and a small part of the roof wood.You need a truck.We may ask you to pick up the prepaid for wood.Also your own tools for the job.The job needs to be done properly for payment.Also if your too slow we will ask you to go.We are in Swannanoa near Warren Wilson College.Thankyou    
Retail Display Installer Needed ASAP,asheville,http://asheville.craigslist.org/lbg/5845962123.html,2016-10-25T15:19:38-0400,35.623700,-82.667100,labor,$65 with a $10 bonus for on-time completion.,Retail display installer needed for simple display setup at local department store! Power drill needed! 30-60 minute job with plenty of future opportunities to come! Need done by this Friday at the latest!    
Hiring now for housekeeping * starting this week * 2nd shift,asheville,http://asheville.craigslist.org/dmg/5825083330.html,2016-10-12T11:55:47-0400,35.597100,-82.556500,domestic,$10.50/hour PAID WEEKLY,We are hiring now for a short 2nd shift at a beautiful downtown resort.  This will be for the next 2 weeks with the possibility for permanent placement.  The shift runs from 5:30 PM - 9:30 PM 5-6 days/week.  This will include weekends.  This is perfect for a student or someone who needs a part time second job.      Candidates must:   Have reliable transportation.   Be punctual and reliable for your shifts.   Have a clean background.  Minors traffic offenses and simple possession charges are ok.      If you are interested please come by our office located at 1328 D Patton Ave between 9 AM - 11 AM or 1 PM - 3 PM Monday - Friday.  You must have your ID and SS card or birth certificate or a passport to apply.      We are an equal opportunity employer.    
HUD PRESERVATION WORK,asheville,http://asheville.craigslist.org/lbg/5845648578.html,2016-10-25T12:39:04-0400,35.435753,-82.861153,labor,Per Assignment via Price Matrix,Intial Secures-Grasscuts- Debris Removals      Needing Preservation Vendors who has the tools and ability to complete the tasks below:   -Grass Cutting   -Lock Changing   -Trash Outs   -Roof Tarp   -Occupancy Inspections   -Ability to upload photos through a computer program   -AND MORE!      This is a 1099 position      Please contact us with your information to be reached. Thank you    
Fun Part-Time Work in Arden, NC- Up to $15/hour Advertising Ambassador,asheville,http://asheville.craigslist.org/lbg/5828392412.html,2016-10-14T12:55:13-0400,35.463700,-82.535400,labor,Up to $150 per weekend!!!,Would earning an extra $150.00 per weekend help make ends meet?   Do you like the idea of working outside listening to your favorite tunes?   Do you like being the center of attention and a bit of a performance artist?      We Offer:   Weekly pay (check direct deposit or pay card)   Some weekday and weekend shift.   Earn up to $15/hour Sign Spinning is a job fit for talented reliable and presentable individuals who enjoy being the center of attention. And that attention will be from motorists reading the advertising message on the sign you're spinning and twirling.      Job Requirements:   • Must be ENERGETIC RELIABLE & PROFESSIONAL   • Must be able to STAND OUTSIDE for 5 hour shifts   • Must have RELIABLE transportation & cell phone   • Must engage with drivers passing by with friendly fun and good energy!      Sound good to you we have Advertising Ambassador for part-time employment in Arden and we're looking for energetic reliable trustworthy people who can work Friday and Saturday 5 hours a day (12PM - 5PM).      Visit SignSpinnerJobs dot com for all the details.   
Need Extra Money? ***Earn $15/hour - Sign Spinning***,asheville,http://asheville.craigslist.org/evg/5815788325.html,2016-10-06T12:06:32-0400,35.463700,-82.535400,event,Up to $150 weekly pay,• Are you energetic friendly and professional?   • Do you like the idea of part-time work outside with moderate activity for 5 hours at a time?   • Do you like being the center of attention and a bit of a performance artist?   • An opportunity to earn $15/hour?   • Get Paid weekly!      If this sounds like you we've got a super employment opportunity in Bonita Springs and we're looking for energetic reliable trustworthy people who want to perform sign spinning for Friday and Saturday every week for (5) hours each day. This is a long-term opportunity.      Sign Spinning is a job fit for talented reliable and presentable individuals who enjoy being the center of attention. And that attention will be from motorists reading the advertising message on the sign you're spinning and twirling.       Job Requirements:   • Must be ENERGETIC RELIABLE & PROFESSIONAL   • Must be able to STAND OUTSIDE for 5 hour shifts   • Must have RELIABLE transportation & cell phone   • Must engage with drivers passing by with friendly fun and good energy!      We Offer:   • Weekly pay (check direct deposit or pay card)   • Weekend Shifts - Friday & Saturday from 12pm - 5pm   • Earn up to $15/hour      We have clients nationwide and seek the best people. If this is you let's get started! Fill out the application at SignSpinningJobs dot com. We'll be in touch with you within 48-72 hours.    
Looking for someone to illustrate my game.,asheville,http://asheville.craigslist.org/crg/5845686838.html,2016-10-25T12:58:13-0400,35.637151,-83.092004,creative,Percentage of purchases.,I am looking for someone who can draw/animate 2d graphics. I am looking for goofy cartoon-like illustrations. I would like the designs to be drawn from scratch given a canvas size. I am not artistic enough to do this alone though do have samples I've drawn for testing purposes that may be used as a base if needed. I am almost done with the programming aspects of the game and am expecting to release by end of year on android/fire and ios. January at the absolute latest.      This is Ideal for illustrators trying to get their feet wet or even just looking for side gigs. Credit will be given to the illustrator obviously. Also I have a few more projects coming after this one so I am looking for someone who can do this in a timely manor and possibly in the future as well.      Though I am not expecting thousands of dollars in sales (but you never really know) there will be a small percentage of the sales given to the artist for their time and effort monthly.      Email me with some samples of what you can do!      Thanks for reading   Johnathan    
Events! Serving * Maggie Valley * evenings/weekends * WORK TONIGHT,asheville,http://asheville.craigslist.org/evg/5800498266.html,2016-09-26T17:10:30-0400,35.520100,-83.092900,event,$9/hour, paid weekly + tips,We're hiring now for event serving at a beautiful resort in the mountains of Maggie Valley NC.  If you're local to Maggie Valley and need some part time work please respond with an email and I'll get back to you right away.  We need someone for tonight however so we can get you to work immediately if you have adobe on your computer to fill out an electronic application.      Candidates should:   Have reliable transportation.   Have some experience with event serving/hospitality work.   Have a fairly clean background report.  Minors possession and traffic offenses are ok.  Felonies will be looked at on a case by case basis.      If you are interested please respond with an email or call our office a the # listed above and we will get back to you asap.    
help with renovations,asheville,http://asheville.craigslist.org/lbg/5845600220.html,2016-10-25T12:15:24-0400,35.592329,-82.510071,labor,$10/hr./pre-arranged schedule that you propose,© craigslist - Map data © OpenStreetMap      (google map)      compensation: $10/hr. full/part time reply with your proposed schedule   Looking for someone to assist with some small jobs which ever ones you have are able to do:  install an interior door/w casing a little bit more painting coating wood trim with PolyWhey which is a green product very little smell installing closet bars bathroom towel bars some site prep work and lots of other things on the final renovation check list!  $10/hr. full or part time reply with a proposed schedule for when you can work.    
PLUMBER AND PLUMBER HELPER,asheville,http://asheville.craigslist.org/lbg/5845506954.html,2016-10-25T11:28:33-0400,35.597100,-82.556500,labor,DOE,We are looking for Plumber and Plumber Helper in the Asheville NC area. Please email resume or call    show contact info   
Brand Ambassador Needed, Must be Passionate about Pets,asheville,http://asheville.craigslist.org/evg/5799173798.html,2016-09-25T21:19:40-0400,35.597100,-82.556500,event,$15 per hour, paid bi-weekly,We are looking for someone passionate about pets to represent our Brand for about 15 hours a month in the Asheville/Arden Petsmart. Pay is $15 per hour paid bi-weekly      The LICKS Pill-Free Solutions Part Time Brand Ambassador will interact with consumers to influence the purchase of LICKS Pill- Free Solutions brand products in Petsmart by telling the LICKS Pill-Free Solutions story and educating consumers on the importance of adding Health and Wellness to their pet's daily regimen. Part of the Brand Ambassador Job is to roam their designated store(s) by approaching consumers and ask questions to determine the best LICKS Pill-Free Solutions brand product for the consumer's pet and communicate the benefit of LICKS Pill-Free Solutions brand products. Ultimately the Brand Ambassador Job is to establish trust and credibility with the consumer which will result in converting consumers to our product resulting in sales growth of assigned stores via demonstration activities.      Must be passionate about pets personable and have a willingness to learn and grow!!    
girl next door,asheville,http://asheville.craigslist.org/tlg/5822107755.html,2016-10-10T14:37:02-0400,35.537600,-82.700100,talent,cash paid,ladies looking for flexible part time work great cash for modeling sessions where you are the star!please reply with current photos    
General Labor,asheville,http://asheville.craigslist.org/lbg/5845017160.html,2016-10-25T00:06:07-0400,35.501800,-82.991300,labor,10$/hr,If you like to be outside and make something out of nothing this is the job for you!!!  We do a little bit of everything from decks siding mowing remodels and roofing!!! If you have a great attitude and a willingness to learn and get the job done I want to hear from you!! for immediate consideration txt    show contact info    I can start you as early as Tuesday morning    
Errand Assistant,asheville,http://asheville.craigslist.org/dmg/5839233738.html,2016-10-21T11:00:39-0400,35.597100,-82.556500,domestic,will talk about it,I need someone to help me run some errands and a few other things as well. If your interested and want to know more send me an email.. Please and Thank you.....    
Web and Mobile development referral partner,asheville,http://asheville.craigslist.org/cpg/5844736022.html,2016-10-24T19:41:28-0400,35.597159,-82.553844,computer,10%,Our small web and mobile development studio is looking to bring on a few more referral partners to help discover new projects for us. Plus we want to get more money in your pocket!      This opportunity could be a perfect fit for you if your an independent software consultant. When you hear of a project and you are too busy or it's not the right fit for your skills then you can refer us. We'll do an amazing job for the client and pay you 10% (or more) so everyone ends up a winner.      If this seems like a good fit for you email us and let's setup a discussion.      As a side note we're not really looking to be introduced to a recruiter because they only usually hire individual candidates not dev studios.      You might not have any extra leads now which is ok. Just save our email address so you are ready when the time comes. We're at dev at cspreston . com    
